file,WER,CER,Levenshtein,BLEU,Jaccard
AVPEPUDEA0001_Monologo.txt,0.5142857142857142,0.24537037037037038,0.8247683235046335,0.2593534349532509,0.17004716981132073
AVPEPUDEA0002_Monologo.txt,0.43617021276595747,0.1265597147950089,0.6018099547511313,0.5177518085045636,0.46719576719576716
AVPEPUDEA0003_Monologo.txt,0.855072463768116,0.3508771929824561,0.9475982532751092,0.0833575946467368,0.11035007610350074
AVPEPUDEA0004_Monologo.txt,0.45454545454545453,0.1431924882629108,0.8389423076923077,0.38367816573606717,0.36111111111111105
AVPEPUDEA0005_Monologo.txt,0.4153846153846154,0.200836820083682,0.9081481481481481,0.4014785281443475,0.1556372549019608
AVPEPUDEA0006_Monologo.txt,0.44,0.27205882352941174,0.8910585817060637,0.4127848218984682,0.25092592592592594
AVPEPUDEA0007_Monologo.txt,0.39215686274509803,0.12734082397003746,0.4980694980694981,0.4626863805635893,0.7733333333333334
AVPEPUDEA0008_Monologo.txt,0.3037974683544304,0.12053571428571429,0.7511627906976744,0.573893862537238,0.23541666666666666
AVPEPUDEA0009_Monologo.txt,0.5317919075144508,0.29006882989183874,0.8446927374301676,0.31417512769136147,0.18479437229437232
AVPEPUDEA0010_Monologo.txt,0.39215686274509803,0.13425925925925927,0.7072289156626506,0.48719706495748477,0.4996709573824002
AVPEPUDEA0011_Monologo.txt,0.20634920634920634,0.07352941176470588,0.8323353293413174,0.6517882798753651,0.5442073170731707
AVPEPUDEA0013_Monologo.txt,0.3523809523809524,0.13419117647058823,0.7748344370860927,0.5647078453078208,0.603214535290007
AVPEPUDEA0014_Monologo.txt,0.7731958762886598,0.6427289048473968,0.9819121447028424,0.09398790197877394,0.08631713554987212
AVPEPUDEA0015_Monologo.txt,0.325,0.08346456692913386,0.5217048145224941,0.6173935385845734,0.5837353801169591
AVPEPUDEA0016_Monologo.txt,0.68,0.23563218390804597,0.1550151975683891,2.486439866668291e-78,0.048484848484848485
AVPEPUDEA0017_Monologo.txt,0.581081081081081,0.2675438596491228,0.9740566037735849,0.2558299078254484,0.12760416666666669
AVPEPUDEA0018_Monologo.txt,0.39655172413793105,0.15555555555555556,0.4782608695652174,0.4745631697272536,0.3111111111111111
AVPEPUDEA0019_Monologo.txt,0.47058823529411764,0.11666666666666667,0.08620689655172409,0.4183007445500922,0.42105263157894735
AVPEPUDEA0020_Monologo.txt,0.42857142857142855,0.17073170731707318,0.43646408839779005,0.36519329879020596,0.34285714285714286
AVPEPUDEA0021_Monologo.txt,0.4166666666666667,0.14987080103359174,0.3954116059379217,0.3748378292293067,0.5399305555555556
AVPEPUDEA0022_Monologo.txt,0.3409090909090909,0.09102402022756005,0.6704980842911877,0.7255903430347829,0.5409984276729559
AVPEPUDEA0023_Monologo.txt,0.47058823529411764,0.21443298969072164,0.7811816192560175,0.3986620084414787,0.34090909090909094
AVPEPUDEA0024_Monologo.txt,0.4444444444444444,0.20689655172413793,0.13471502590673579,0.334609231580572,0.3528325123152709
AVPEPUDEA0025_Monologo.txt,0.3380281690140845,0.10421836228287841,0.3069053708439897,0.6203124462527384,0.5333333333333334
AVPEPUDEA0026_Monologo.txt,0.42168674698795183,0.17473684210526316,0.9798206278026906,0.5190585163238113,0.3540616246498599
AVPEPUDEA0027_Monologo.txt,0.40540540540540543,0.14418604651162792,0.5799522673031026,0.38712743849509573,0.3953846153846154
AVPEPUDEA0028_Monologo.txt,0.375,0.10526315789473684,0.2425149700598802,0.4888644889613909,0.49393939393939396
AVPEPUDEA0029_Monologo.txt,0.44680851063829785,0.12014134275618374,0.5328467153284672,0.3467407533194757,0.7806451612903226
AVPEPUDEA0030_Monologo.txt,0.6929824561403509,0.4111111111111111,0.9305555555555556,0.15886781855483437,0.03833333333333333
AVPEPUDEA0031_Monologo.txt,0.4444444444444444,0.14215686274509803,0.10723192019950123,0.4550627443664433,0.4907692307692308
AVPEPUDEA0032_Monologo.txt,0.6086956521739131,0.1362126245847176,0.9731543624161074,0.48282927712337587,0.6722222222222223
AVPEPUDEA0033_Monologo.txt,0.8095238095238095,0.3377777777777778,0.7874852420306966,0.11676046473440616,0.22999999999999998
AVPEPUDEA0034_Monologo.txt,0.4507042253521127,0.1549636803874092,0.8537794299876085,0.47235885462116406,0.46350877192982465
AVPEPUDEA0035_Monologo.txt,0.84,0.2430939226519337,0.18333333333333335,2.532319787128333e-78,0.12634408602150538
AVPEPUDEA0036_Monologo.txt,0.3783783783783784,0.11016949152542373,0.5599128540305012,0.47517361187025253,0.31264367816091954
AVPEPUDEA0037_Monologo.txt,0.7884615384615384,0.3058510638297872,0.5964912280701755,1.8907077694741241e-78,0.15707478005865103
AVPEPUDEA0038_Monologo.txt,0.5365853658536586,0.13071895424836602,0.5666666666666667,0.3560925088350655,0.4424242424242424
AVPEPUDEA0039_Monologo.txt,0.9285714285714286,0.3036649214659686,0.2227979274611399,0.19783691883509516,0.195
AVPEPUDEA0041_Monologo.txt,0.3387096774193548,0.12290502793296089,0.10850439882697949,0.5902333042657862,0.4325396825396825
AVPEPUDEA0042_Monologo.txt,0.47058823529411764,0.1918158567774936,0.9864130434782609,0.43552300520409826,0.2638888888888889
AVPEPUDEA0043_Monologo.txt,0.49230769230769234,0.18974358974358974,0.9882032667876588,0.32274173795009875,0.2914918414918415
AVPEPUDEA0044_Monologo.txt,0.48214285714285715,0.2598684210526316,0.9414990859232175,0.3938181221987335,0.3441973804447152
AVPEPUDEA0045_Monologo.txt,0.5641025641025641,0.14258188824662812,0.8887785501489573,0.42037845198303625,0.6286036036036036
AVPEPUDEA0046_Monologo.txt,0.6851851851851852,0.3972602739726027,0.788,0.11434067874765705,0.09659863945578231
AVPEPUDEA0047_Monologo.txt,0.4744897959183674,0.1563573883161512,0.8210526315789474,0.5320325094758243,0.301890756302521
AVPEPUDEA0048_Monologo.txt,0.35172413793103446,0.11428571428571428,0.778169014084507,0.6092151166879779,0.5993055555555555
AVPEPUDEA0049_Monologo.txt,0.43137254901960786,0.175,0.586837294332724,0.4394137775693776,0.32594594594594595
AVPEPUDEA0050_Monologo.txt,0.4827586206896552,0.09770114942528736,0.08882521489971351,0.49711590425998026,0.7272727272727273
AVPEPUDEA0051_Monologo.txt,0.6153846153846154,0.19924812030075187,0.660952380952381,0.3659036480962123,0.187015503875969
AVPEPUDEA0052_Monologo.txt,0.6206896551724138,0.1978021978021978,0.14117647058823535,0.14586245907449286,0.35
AVPEPUDEA0053_Monologo.txt,0.36619718309859156,0.13776137761377613,0.5180265654648957,0.5164481860164928,0.7641038871689028
AVPEPUDEA0054_Monologo.txt,0.375,0.10725552050473186,0.23717948717948723,0.5049473256111036,0.6736111111111112
AVPEPUDEA0055_Monologo.txt,0.6285714285714286,0.3203463203463203,0.22596153846153844,0.24160365333277398,0.11176470588235295
AVPEPUDEA0056_Monologo.txt,0.48484848484848486,0.24867724867724866,0.896887159533074,0.4212622694073959,0.3263681592039801
AVPEPUDEA0057_Monologo.txt,3.234375,2.4718498659517425,0.7895424836601307,0.05628350821505924,0.1236861861861862
AVPEPUDEA0058_Monologo.txt,0.474025974025974,0.21867881548974943,0.9499083689676237,0.34103334899085525,0.2904184704184704
AVPEPUDEA0059_Monologo.txt,0.5698924731182796,0.2625482625482625,0.972310969116081,0.34488572629866443,0.3242559523809524
AVPEPUDEA0060_Monologo.txt,0.2898550724637681,0.12860892388451445,0.825136612021858,0.5560347728834798,0.37554112554112556
AVPEPUDEA0061_Monologo.txt,0.4369747899159664,0.19858156028368795,0.8575757575757575,0.47318909898548966,0.18930589184826477
AVPEPUDEAC0001_Monologo.txt,0.37583892617449666,0.11832946635730858,0.6789976133651552,0.6069063981509663,0.4512605042016807
AVPEPUDEAC0002_Monologo.txt,0.4163424124513619,0.15675297410776767,0.7131502890173411,0.4741074376480643,0.3275172924901186
AVPEPUDEAC0003_Monologo.txt,0.375,0.15937149270482603,0.8436213991769548,0.4502179865383749,0.23578347001451183
AVPEPUDEAC0004_Monologo.txt,0.4423791821561338,0.2221494102228047,0.7334754797441365,0.46496008524405014,0.16617810760667903
AVPEPUDEAC0005_Monologo.txt,0.4205128205128205,0.2107706592386258,0.6269482151835093,0.5191510360448492,0.13705379587732527
AVPEPUDEAC0006_Monologo.txt,0.358695652173913,0.1424446583253128,0.8724035608308606,0.5214723060867009,0.38955946014769544
AVPEPUDEAC0007_Monologo.txt,0.3897058823529412,0.14955640050697086,0.9681486396814863,0.4637168629854485,0.6917027807872878
AVPEPUDEAC0008_Monologo.txt,0.4536082474226804,0.1790633608815427,0.9875835721107927,0.4744715487377344,0.23392366458314456
AVPEPUDEAC0009_Monologo.txt,0.4818181818181818,0.24962178517397882,0.9061728395061728,0.3814561160868151,0.6853801169590644
AVPEPUDEAC0010_Monologo.txt,0.5603864734299517,0.39935064935064934,0.8715139442231076,0.3296037028275925,0.1474500768049155
AVPEPUDEAC0011_Monologo.txt,0.3137254901960784,0.08307692307692308,0.78125,0.6099945293821077,0.5757488479262673
AVPEPUDEAC0012_Monologo.txt,0.2537313432835821,0.07360406091370558,0.9897435897435898,0.641496404825356,0.3952380952380953
AVPEPUDEAC0013_Monologo.txt,0.39285714285714285,0.1016949152542373,0.08357348703170031,0.5101693931708503,0.7619047619047619
AVPEPUDEAC0014_Monologo.txt,0.34328358208955223,0.1172069825436409,0.349428208386277,0.45072833497994996,0.4993894993894994
AVPEPUDEAC0015_Monologo.txt,0.3466666666666667,0.08716707021791767,0.9424460431654677,0.6261769705374958,0.6066666666666667
AVPEPUDEAC0016_Monologo.txt,0.3333333333333333,0.10201660735468565,0.8649789029535865,0.6091077317687816,0.4981481481481482
AVPEPUDEAC0017_Monologo.txt,0.36,0.14225053078556263,0.39626783754116357,0.5693065661351835,0.625
AVPEPUDEAC0018_Monologo.txt,0.2923076923076923,0.06666666666666667,0.8366800535475234,0.6566837047471548,0.7828571428571428
AVPEPUDEAC0019_Monologo.txt,0.2692307692307692,0.09541284403669725,0.5023562676720075,0.6742549507192273,0.3671394799054374
AVPEPUDEAC0020_Monologo.txt,0.5217391304347826,0.24532710280373832,0.9235668789808917,0.3260864910205989,0.2513888888888889
AVPEPUDEAC0021_Monologo.txt,0.38461538461538464,0.16,0.8427260812581914,0.3840161180682186,0.6732804232804233
AVPEPUDEAC0022_Monologo.txt,0.29411764705882354,0.060669456066945605,0.7206349206349206,0.6380440623548905,0.7554285714285714
AVPEPUDEAC0023_Monologo.txt,0.16901408450704225,0.06443298969072164,0.25810635538261995,0.8209698516743317,0.7359756097560975
AVPEPUDEAC0024_Monologo.txt,0.2413793103448276,0.06395348837209303,0.04166666666666663,0.8116860778880998,1.0
AVPEPUDEAC0025_Monologo.txt,0.33783783783783783,0.13800904977375567,0.8833333333333333,0.4676955844656324,0.42138364779874216
AVPEPUDEAC0026_Monologo.txt,0.3986013986013986,0.1725,0.8282694848084544,0.41693231174317125,0.49444444444444446
AVPEPUDEAC0027_Monologo.txt,0.4,0.15873015873015872,0.17400419287211744,0.37269954672657174,0.4461538461538462
AVPEPUDEAC0028_Monologo.txt,0.7073170731707317,0.26198083067092653,0.9626485568760611,0.20594900453788756,0.2975490196078431
AVPEPUDEAC0029_Monologo.txt,0.24324324324324326,0.10046728971962617,0.7170263788968825,0.5478217947223025,0.6649305555555556
AVPEPUDEAC0031_Monologo.txt,0.5555555555555556,0.07692307692307693,0.19467554076539106,0.5509106114208625,0.6492307692307693
AVPEPUDEAC0032_Monologo.txt,0.4189189189189189,0.10256410256410256,0.30151338766006985,0.5313572444131712,0.3762183235867447
AVPEPUDEAC0033_Monologo.txt,0.4194915254237288,0.20313725490196077,0.8183312782572956,0.44048157538667976,0.1807278179092272
AVPEPUDEAC0034_Monologo.txt,0.3953488372093023,0.23120567375886525,0.7064793130366901,0.4973447577409629,0.3464390142021721
AVPEPUDEAC0035_Monologo.txt,0.47368421052631576,0.10622710622710622,0.18587360594795543,0.5211168523597349,0.5
AVPEPUDEAC0038_Monologo.txt,0.21428571428571427,0.05434782608695652,0.7236363636363636,0.6397598663656562,0.6470588235294118
